distance_m,approach_rate_mps,pitch,roll,accel_magnitude,gyro_magnitude,tilt_magnitude,visibility_m,humidity_percent,label
54.96,0.43,1.31,-0.32,0.6111,0.1413,1.3475,15.8,34.0,0
33.38,0.14,-3.23,-1.03,0.4395,0.0856,3.3903,18.4,59.0,0
30.75,0.34,-0.05,2.42,0.1874,0.1737,2.4236,15.4,46.9,0
18.4,2.62,7.33,2.49,0.1315,0.3954,7.7373,14.5,72.5,1
49.33,-0.69,-2.94,3.29,0.5549,0.1426,4.4103,22.2,51.2,0
26.62,2.83,-3.85,1.85,0.4339,0.5754,4.2676,16.9,76.3,1
21.13,3.83,5.96,1.57,0.377,0.2469,6.1631,7.4,70.5,1
10.89,0.79,-3.96,-3.54,0.2616,0.6409,5.313,16.3,78.5,1
13.09,4.1,-8.05,-6.34,1.2088,0.9244,10.2473,8.5,84.8,2
3.71,13.01,-1.45,-4.13,1.6811,2.045,4.3795,1.9,88.0,3
9.42,4.65,1.0,1.37,3.1214,0.7086,1.7024,9.9,75.9,2
6.1,6.9,0.94,4.48,2.1802,0.7693,4.5746,9.8,88.3,2
24.15,2.25,5.49,-2.78,0.4833,0.4324,6.1527,13.5,77.8,1
2.21,17.14,8.96,1.62,1.7085,0.5226,9.1099,5.2,83.1,3
6.62,10.02,-3.53,-1.0,1.0256,1.7062,3.6667,1.4,82.0,3
49.38,1.21,-3.18,0.38,0.5147,0.1658,3.2044,15.4,42.0,0
23.09,3.12,2.59,7.64,0.6008,0.4469,8.0665,13.5,60.3,1
8.39,9.69,4.1,-1.82,0.9314,0.4206,4.488,9.5,80.1,2
12.28,8.72,-8.41,-12.04,2.0106,0.5649,14.6862,9.1,81.9,2
7.3,8.02,4.51,-0.37,1.8767,2.4435,4.5248,3.3,92.5,3
43.78,0.61,-0.27,-0.37,0.4724,0.0716,0.4536,16.8,44.4,0
24.41,2.65,8.23,3.48,0.5758,0.2403,8.9382,16.1,76.0,1
2.92,16.32,-6.81,2.2,1.9823,1.5836,7.1562,5.6,91.3,3
32.0,-0.75,-3.12,3.49,0.668,0.2203,4.6829,20.2,46.7,0
27.71,2.01,-5.73,0.85,1.0548,0.4775,5.7895,9.2,71.5,1
25.84,3.09,4.67,5.84,0.7479,0.2317,7.4767,17.6,55.6,1
23.74,3.9,-2.21,3.17,0.7004,0.5328,3.8667,11.4,79.7,1
5.44,10.9,-4.68,2.07,1.587,1.1527,5.1218,7.4,80.9,2
48.87,0.21,2.9,0.71,0.3963,0.074,2.9892,18.1,41.4,0
1.75,14.3,2.39,-11.45,2.1099,1.1207,11.6955,3.4,90.9,3
7.52,4.57,-8.01,-4.26,3.7672,1.2147,9.0673,4.4,92.3,3
5.34,12.56,-5.37,-0.16,1.1188,0.9045,5.3692,7.8,86.5,2
7.6,10.22,-10.09,-0.06,1.2532,0.9713,10.0947,3.6,84.1,2
22.11,-0.24,0.77,2.29,0.2749,0.166,2.4123,24.6,37.8,0
0.63,10.99,7.96,6.9,2.3448,1.1663,10.5316,1.5,95.6,3
14.81,0.71,2.61,1.47,0.4112,0.6284,2.9983,10.7,62.9,1
18.52,1.85,-2.79,-2.18,0.612,0.25,3.5399,14.7,73.4,1
76.82,-0.24,-0.06,-4.33,0.3421,0.1185,4.3256,23.3,36.8,0
0.65,12.02,0.8,0.75,1.6837,0.7728,1.0966,4.3,95.1,3
23.2,1.37,-2.45,1.3,0.4683,0.3434,2.7696,9.5,78.8,1
13.66,4.36,-9.92,-1.93,1.4769,1.0734,10.1058,8.1,74.1,2
41.82,1.44,2.02,-1.77,0.1947,0.2104,2.6906,21.5,35.2,0
26.09,0.56,3.76,-3.6,0.2596,0.1893,5.2052,15.0,72.8,1
35.71,0.07,-1.63,3.64,0.494,0.1614,3.9934,17.8,46.0,0
25.03,3.39,8.01,8.81,0.3315,0.3468,11.9067,10.0,61.4,1
30.55,1.39,-0.8,-0.07,0.6778,0.3011,0.8007,21.0,63.3,0
78.22,-0.23,0.45,-3.58,0.2128,0.0847,3.6065,15.8,38.3,0
15.86,3.86,-12.49,-0.03,1.7214,0.7688,12.4924,9.1,73.7,2
7.55,6.42,-10.95,1.87,1.5121,0.9255,11.1107,3.1,72.4,2
49.35,0.51,-0.0,-1.75,0.8724,0.1022,1.746,19.6,30.3,0
60.1,0.3,-4.59,-1.93,0.3047,0.2436,4.9779,15.3,61.7,0
4.2,10.77,7.43,6.55,0.3446,1.5568,9.9039,1.2,83.4,3
65.06,-0.84,2.49,0.12,0.5381,0.1565,2.495,20.8,30.1,0
40.16,-0.87,0.46,-0.5,0.2095,0.1723,0.681,21.4,42.5,0
6.57,7.28,-6.1,3.83,1.1227,0.5732,7.2024,4.9,80.3,2
13.05,8.08,-2.42,-9.38,1.6903,1.5893,9.6851,7.8,83.5,2
53.07,-0.76,1.74,0.76,0.9858,0.2914,1.9031,21.3,63.2,0
23.79,1.25,29.11,-21.38,1.008,0.912,36.1179,6.3,56.4,3
77.89,-0.68,0.4,2.19,0.3965,0.2224,2.2244,24.8,32.9,0
13.45,3.16,-1.34,5.36,1.4529,0.2414,5.523,13.7,72.9,1
63.8,1.18,-5.55,3.91,0.1118,0.1929,6.7911,21.2,61.9,0
39.47,0.93,-4.43,-0.14,0.3262,0.1076,4.431,18.4,55.9,0
12.33,7.57,-0.79,-3.67,0.8052,1.3138,3.7565,8.4,83.9,2
23.66,1.48,-1.3,2.42,0.3444,0.1453,2.7425,15.4,33.1,0
40.73,1.41,2.44,-1.25,0.467,0.3153,2.7419,17.6,45.4,0
4.36,16.81,-4.32,-1.99,1.6508,1.0363,4.7556,1.5,93.4,3
26.6,2.73,4.44,-1.66,0.7372,0.4514,4.7378,14.8,72.7,1
11.24,1.54,-3.79,2.48,0.4115,0.2612,4.5327,11.5,76.0,1
35.78,-0.74,0.97,-2.55,0.2711,0.2248,2.7233,23.7,53.4,0
8.56,10.97,13.93,1.4,1.7252,0.8737,13.9994,8.2,81.4,2
8.77,6.75,4.08,-8.16,1.8851,0.9483,9.1169,8.8,76.2,2
77.43,-0.16,0.94,0.5,0.4237,0.3086,1.0644,18.8,49.3,0
10.55,3.86,-5.86,-7.49,0.5026,0.2728,9.5106,17.3,58.9,1
28.81,0.54,1.17,0.3,0.4858,0.1884,1.2116,15.6,55.0,0
19.72,0.94,0.29,-2.14,1.3486,0.4166,2.1555,6.6,80.8,1
11.34,0.7,-1.26,0.06,1.0735,0.2416,1.2604,8.4,73.1,1
38.47,0.8,-3.26,4.0,0.2224,0.2513,5.1626,24.3,43.4,0
58.06,-0.64,0.01,-2.51,0.3997,0.3069,2.5064,23.7,50.1,0
72.59,-0.98,-0.32,1.25,0.6498,0.0795,1.2904,15.8,54.8,0
31.28,1.48,28.44,-15.67,3.1724,1.3725,32.47,5.8,79.6,3
16.03,1.54,2.55,-3.78,0.7125,0.3508,4.5571,11.2,64.2,1
56.69,-0.19,4.3,1.3,0.2437,0.1249,4.4957,24.8,57.2,0
30.77,-0.96,-1.96,-0.34,0.3824,0.1262,1.9856,23.7,50.1,0
41.41,1.12,0.93,-1.89,0.243,0.0814,2.1083,21.0,52.6,0
14.42,4.36,-11.88,-5.37,0.8641,0.5065,13.0385,4.4,78.9,2
25.73,1.65,-10.66,6.9,1.1755,0.1535,12.7002,8.8,77.5,1
24.66,2.21,-2.88,-2.51,0.8194,0.2632,3.8186,6.7,73.4,1
78.45,0.03,-2.27,-2.1,0.4973,0.2412,3.0947,18.3,38.7,0
4.92,5.67,6.42,-2.87,1.1506,1.0433,7.0274,4.0,86.8,3
27.77,-0.19,2.22,-0.51,0.4838,0.0707,2.2803,16.1,62.7,0
12.54,3.38,2.62,6.27,1.0745,0.433,6.799,9.8,85.8,2
13.36,0.6,-3.74,-1.55,0.5662,0.5653,4.0525,13.4,64.5,1
74.97,-0.25,0.93,0.45,0.947,0.1486,1.0339,16.0,51.5,0
7.26,5.33,-16.73,-9.66,0.9736,1.0204,19.3185,5.9,79.8,2
54.0,-0.42,0.21,-1.52,0.2912,0.1247,1.5293,15.1,54.2,0
57.51,1.17,0.17,2.94,0.4319,0.1438,2.9471,22.7,41.7,0
65.75,0.35,0.55,-2.42,0.5283,0.1909,2.4809,18.1,32.0,0
19.33,3.5,3.85,4.25,0.5939,0.2913,5.7342,17.2,76.9,1
21.59,-0.25,3.76,-0.62,0.672,0.1295,3.8101,24.9,61.8,0
73.95,0.12,2.95,-0.63,0.4771,0.326,3.0216,18.1,31.4,0
6.56,5.86,-3.98,-1.89,2.1977,1.2651,4.4053,4.3,97.3,3
7.44,3.33,11.77,-11.07,2.0961,1.4061,16.1576,7.8,77.7,2
20.24,0.99,2.17,-5.39,1.0703,0.3226,5.8145,14.4,59.3,1
2.25,15.26,11.55,7.87,1.6633,1.5066,13.9739,4.6,95.2,3
29.25,7.89,-10.46,-2.63,3.1853,3.0212,10.7895,5.0,94.3,2
22.86,1.05,7.13,0.06,0.9352,0.1774,7.1307,8.5,66.3,1
29.11,-0.62,-0.5,1.27,0.3786,0.144,1.37,17.9,30.8,0
14.12,4.4,2.62,0.41,1.5254,0.6279,2.6493,5.0,87.1,2
14.72,2.07,5.83,-0.58,1.0647,0.5559,5.8636,13.9,63.3,1
62.85,0.76,-0.0,-1.5,0.7589,0.2299,1.4967,21.1,63.8,0
59.91,0.97,2.03,-1.48,0.3655,0.1929,2.513,21.0,34.5,0
10.49,9.46,2.2,-5.35,1.2616,0.7327,5.7866,4.7,91.5,2
29.09,0.73,-3.65,1.84,0.6093,0.077,4.0904,18.3,53.2,0
10.51,2.39,-6.77,0.46,0.5607,0.6292,6.7908,8.2,80.7,1
4.62,10.65,-1.49,3.38,4.112,1.0768,3.6883,3.5,83.1,3
21.88,1.13,-0.02,1.29,0.5064,0.1084,1.2853,18.3,63.8,0
5.39,7.03,0.72,-2.06,1.5616,0.6902,2.1868,3.5,74.4,2
22.65,2.11,-6.92,-6.37,1.3188,0.1793,9.407,8.5,81.0,1
8.71,8.25,-6.77,6.83,1.0154,0.629,9.6184,3.2,83.8,2
17.66,2.78,-0.98,-4.3,1.2116,0.6234,4.4146,13.9,76.3,1
5.06,12.08,15.8,-8.09,0.8933,1.1232,17.7551,8.7,80.8,2
12.47,4.5,3.03,-0.37,0.9699,1.2208,3.0511,5.4,90.9,2
5.23,11.04,-2.21,6.4,2.0418,0.9039,6.7714,5.4,93.0,3
14.38,5.78,-2.35,-7.98,1.1505,1.1299,8.3189,5.8,84.3,2
15.93,5.12,1.81,-12.54,1.0756,0.5059,12.6659,3.7,78.7,2
12.7,1.27,-8.88,-1.02,0.4879,0.6413,8.9361,11.3,78.6,1
74.46,0.7,1.31,0.57,0.3911,0.1241,1.4316,19.7,49.1,0
49.17,0.39,-1.65,0.44,0.352,0.1626,1.7123,19.0,45.2,0
15.57,6.83,21.04,-16.37,2.5457,1.005,26.662,6.4,88.6,2
79.85,-0.35,-2.16,0.97,0.485,0.0764,2.3692,20.3,57.5,0
63.02,1.3,1.23,-1.47,0.4987,0.2163,1.9173,24.6,43.1,0
19.97,3.73,-13.53,3.22,5.2672,1.7332,13.9094,6.0,94.0,2
6.39,5.25,2.34,2.58,1.3398,1.4548,3.4881,3.2,79.6,2
10.49,1.38,-2.41,4.59,1.0844,0.4729,5.1805,15.4,61.2,1
4.08,8.92,1.62,-0.56,1.3622,0.9386,1.714,2.4,92.4,3
62.76,0.17,-2.35,0.92,0.474,0.191,2.5193,21.2,40.6,0
15.9,5.64,2.55,1.65,0.4868,1.5736,3.0392,9.4,83.1,2
1.6,7.94,-4.53,-3.84,3.1292,2.5677,5.9416,3.2,84.1,3
42.2,-0.24,-0.05,-2.62,0.6058,0.1224,2.6164,21.9,51.8,0
5.98,10.0,-2.68,0.67,2.046,1.0964,2.7596,7.8,77.9,2
10.41,1.08,-4.02,-2.15,1.1108,0.3313,4.5631,14.7,58.4,1
39.97,-0.41,7.09,-3.69,0.8298,0.1228,7.9946,21.2,40.6,0
14.87,1.51,8.89,-5.01,0.4109,0.25,10.2062,15.5,55.5,1
45.43,0.73,-3.81,1.83,0.5467,0.1326,4.2234,20.3,48.6,0
39.26,1.29,2.32,-0.67,0.3992,0.2052,2.4172,19.5,31.5,0
13.09,8.49,-0.96,3.28,0.7538,1.0191,3.4175,6.4,77.8,2
46.55,0.85,-2.58,1.83,0.3787,0.2704,3.1686,20.2,41.3,0
22.87,5.06,-6.63,-5.42,4.0493,0.458,8.5607,4.0,85.0,1
14.93,5.05,0.69,-1.71,0.7937,1.3109,1.8425,9.7,86.7,2
17.81,2.48,5.5,-7.09,1.23,0.5539,8.9731,15.8,71.4,1
35.52,0.59,-3.58,-2.18,0.3402,0.0964,4.194,22.9,64.3,0
9.37,10.49,5.57,7.75,1.3385,0.9287,9.5449,8.0,76.7,2
9.12,4.31,2.33,-5.21,0.9382,0.9294,5.7085,5.2,87.1,2
65.95,0.3,-1.4,-1.15,0.2473,0.1027,1.8096,17.3,54.3,0
6.04,6.48,-8.51,-1.91,0.5681,1.2409,8.7212,9.1,78.7,2
6.01,4.03,11.9,0.87,1.3921,0.9198,11.9298,7.0,87.8,2
22.8,2.52,-0.16,-2.27,0.6037,0.5731,2.276,10.9,72.0,1
11.15,2.72,16.75,-3.05,3.9655,3.8279,17.0234,2.9,83.3,2
24.31,2.29,1.78,3.65,0.8551,0.5806,4.0633,6.3,78.9,1
16.44,3.82,-1.6,2.33,0.9397,0.5145,2.8243,15.3,68.8,1
28.15,0.24,4.02,-0.08,0.5611,0.0947,4.0218,23.2,40.3,0
24.05,0.97,1.13,2.45,0.3648,0.1069,2.6968,23.0,32.1,0
22.89,0.03,-8.15,-6.96,1.8954,0.8435,10.7165,4.3,85.5,1
46.56,0.75,1.12,2.26,0.1492,0.2287,2.5214,23.3,57.4,0
10.5,3.29,-5.87,-5.85,1.0085,0.3402,8.291,6.6,72.7,2
20.73,2.18,-0.45,3.99,1.6036,0.336,4.0146,15.5,79.2,1
39.16,-0.09,4.09,2.56,0.5183,0.2278,4.8289,19.9,46.2,0
15.43,2.3,6.64,4.44,0.508,0.3576,7.985,14.4,79.1,1
6.46,5.53,0.12,-4.41,0.8836,2.6062,4.4072,5.8,92.2,3
6.0,8.48,7.44,3.44,2.0611,1.2074,8.1957,3.2,84.6,3
56.71,-0.71,0.56,-0.64,0.4772,0.2459,0.8465,18.8,64.6,0
65.45,0.75,-2.19,1.23,0.4927,0.1811,2.51,21.6,63.4,0
12.02,3.08,-3.75,0.45,1.078,0.2629,3.7746,17.9,72.5,1
4.1,4.42,2.6,-4.08,1.2018,1.011,4.8379,9.2,83.6,2
70.56,0.28,-2.72,-2.76,0.1455,0.0673,3.8719,18.3,40.6,0
7.15,6.67,2.84,-1.1,1.1192,0.5333,3.0397,3.4,82.7,2
6.68,8.96,7.71,3.96,1.8199,0.9817,8.6651,8.2,81.5,2
75.45,-0.78,-1.24,-1.85,0.2664,0.2967,2.2269,21.2,64.7,0
14.52,7.07,-15.94,5.93,0.4411,1.203,17.0031,7.9,75.2,2
14.01,6.41,-8.79,-10.73,3.3975,1.9305,13.8729,7.2,77.5,1
13.3,7.15,-1.76,3.58,1.9396,0.3496,3.988,6.8,82.0,2
53.44,1.37,1.61,1.18,0.4851,0.2294,1.9971,19.4,62.7,0
26.98,1.08,3.31,0.11,0.289,0.3872,3.3137,14.6,56.2,1
26.11,0.93,2.0,-2.19,0.8626,0.132,2.9618,20.1,41.9,0
15.48,1.93,-24.34,-12.91,0.8734,1.1895,27.5548,12.8,84.1,3
7.39,-0.3,-19.55,2.07,4.326,1.4372,19.6609,6.1,92.4,2
9.18,2.93,-1.35,8.61,0.2453,0.5443,8.7182,5.1,87.9,2
10.84,4.27,-10.41,-10.6,1.0427,1.0601,14.8524,9.6,80.6,2
32.49,4.98,9.66,1.28,2.208,3.0593,9.7488,2.8,94.8,1
15.99,1.69,-3.33,-2.86,0.4158,0.4257,4.3861,9.1,77.9,1
78.61,0.94,6.11,-2.64,0.906,0.0995,6.6608,21.6,38.6,0
8.45,1.67,19.26,-14.36,3.5766,1.5156,24.029,13.2,51.2,2
3.4,15.8,3.84,-4.81,1.0473,1.6496,6.1531,2.3,84.0,3
9.14,3.13,9.32,7.19,0.6359,0.6562,11.7712,9.4,75.8,2
64.15,1.14,-2.24,-2.79,0.4708,0.1084,3.5813,20.5,54.4,0
28.23,0.93,0.03,-1.07,0.1685,0.1077,1.0693,22.2,52.0,0
7.4,4.05,2.23,4.49,1.8852,0.4938,5.0081,8.7,87.4,2
28.29,0.89,-4.91,1.24,0.429,0.1321,5.0651,19.4,30.4,0
6.89,13.65,-8.01,-3.07,3.5219,0.7692,8.577,2.2,86.7,3
6.79,10.14,7.69,4.59,1.3054,0.729,8.9572,5.6,74.2,2
10.24,9.01,-10.11,9.96,1.3439,0.885,14.194,3.3,76.5,2
48.89,0.2,0.36,1.15,0.2596,0.1452,1.2058,15.4,50.0,0
23.94,2.44,5.33,-4.02,0.9812,0.4198,6.6783,14.7,74.8,1
11.54,2.73,-21.55,-13.32,2.0324,0.4223,25.3345,13.9,78.4,3
13.45,1.89,6.43,-3.64,0.2508,0.0603,7.392,8.5,73.4,1
18.59,5.07,1.71,-10.91,4.2725,1.5567,11.0408,7.5,87.7,1
27.93,2.78,6.22,3.52,1.6735,0.4098,7.147,13.9,72.3,1
8.49,9.36,14.36,-0.34,0.6063,0.8308,14.3591,5.2,86.5,2
10.84,6.37,13.57,-11.69,2.9127,0.6709,17.9111,5.3,91.9,2
52.94,-0.77,1.85,-0.67,0.3261,0.1076,1.9673,24.1,57.9,0
77.72,-0.71,2.85,-0.01,0.4273,0.2744,2.8545,18.8,48.7,0
4.93,4.55,8.73,-2.89,0.8033,0.2327,9.1924,3.4,76.7,2
6.84,8.96,-0.92,10.06,2.4538,1.4009,10.101,5.2,84.7,3
10.24,8.09,-10.4,10.95,1.5204,1.9172,15.1027,4.4,88.2,2
6.38,11.02,-11.53,-1.92,1.5229,0.7258,11.6916,5.0,73.9,2
7.48,9.0,2.36,0.16,1.4349,1.1885,2.3678,4.9,96.3,3
4.82,14.25,4.44,-8.57,1.8613,1.1238,9.6504,3.5,88.7,3
72.48,-0.56,5.2,-1.74,0.2719,0.0859,5.486,21.0,64.6,0
25.48,1.4,1.68,-2.24,1.184,0.182,2.805,19.7,52.8,0
22.53,-0.52,3.02,-0.15,0.3054,0.037,3.028,16.5,45.9,0
2.02,9.35,-1.54,6.07,1.9985,0.4385,6.266,3.3,88.6,3
12.69,3.62,-4.97,4.37,0.7981,0.4519,6.6139,16.8,75.5,1
42.33,-0.26,-2.7,-3.54,0.4104,0.3218,4.4522,18.0,30.3,0
20.56,0.42,5.57,3.56,0.9295,0.1977,6.6168,19.7,36.7,0
53.53,-0.83,-0.43,-1.31,0.2808,0.1514,1.3778,24.6,37.3,0
9.11,9.34,-1.84,3.89,1.3308,1.2728,4.3045,4.8,91.0,2
14.79,3.25,4.91,-0.23,0.54,1.1064,4.9142,5.4,80.3,2
43.96,1.37,-2.66,-2.22,0.3439,0.1376,3.4648,18.4,64.0,0
55.18,1.13,-0.36,1.11,0.6782,0.2018,1.1665,21.5,56.9,0
34.66,-0.99,-2.01,-2.01,0.43,0.1869,2.8454,21.9,51.1,0
13.86,3.55,-3.48,7.7,0.9378,1.2473,8.4481,4.5,73.1,2
18.93,0.66,-7.4,0.11,1.0474,0.4052,7.4008,15.5,77.2,1
6.03,10.03,-14.87,-4.78,2.6178,0.8095,15.6142,3.6,91.8,3
10.46,3.21,-11.68,4.61,1.2297,0.5758,12.5566,9.4,85.6,2
57.86,-0.33,1.89,0.03,0.1114,0.1215,1.8931,23.1,40.4,0
3.94,17.28,-1.22,6.85,2.6775,1.2756,6.9583,1.5,94.1,3
19.55,3.19,-4.67,-4.11,0.8352,0.1817,6.2229,11.6,79.8,1
25.58,0.5,-1.11,1.76,0.4752,0.2973,2.0826,20.7,35.9,0
61.72,-0.87,5.09,2.22,0.2698,0.0956,5.5538,18.1,48.2,0
27.22,1.35,-3.62,2.64,1.372,0.2276,4.4831,8.8,65.4,1
5.65,8.66,11.29,-5.43,2.0226,1.4535,12.5247,1.3,84.0,3
36.41,-0.7,-1.09,-1.75,0.6537,0.0968,2.0605,22.1,42.1,0
15.13,3.03,4.35,-4.32,1.5982,1.0421,6.1341,5.4,88.0,2
11.52,1.19,7.83,7.17,1.4919,0.6397,10.6168,9.4,80.5,1
27.86,1.21,4.26,-6.36,0.6366,0.3059,7.6534,11.0,76.7,1
6.17,4.12,2.66,4.68,0.5023,1.5541,5.3779,3.6,86.7,2
50.62,-0.88,-2.6,0.23,0.5966,0.207,2.6085,20.9,59.1,0
29.88,2.8,20.38,-14.86,3.1618,1.603,25.2255,14.8,73.5,3
5.87,14.32,9.0,-1.34,2.7324,1.1685,9.1035,2.0,92.2,3
10.34,4.42,1.88,-3.97,1.4204,0.7661,4.3933,6.5,72.2,2
5.2,11.83,-3.45,-0.56,3.0702,0.6071,3.4973,2.8,92.5,3
23.65,3.29,-0.99,3.5,0.9037,0.3588,3.6367,13.1,67.1,1
13.96,1.23,-9.83,-7.77,0.4808,0.7001,12.5304,12.4,64.3,1
0.95,7.93,-5.0,-1.88,0.5987,0.9125,5.337,2.2,85.3,3
35.33,0.43,1.5,-0.02,0.5256,0.0753,1.5038,20.6,31.5,0
21.1,1.81,3.59,5.14,0.5581,0.3081,6.2666,9.0,64.2,1
35.2,0.17,3.28,-1.11,0.4566,0.1303,3.4685,16.6,32.6,0
78.69,0.06,1.69,0.68,0.2665,0.1845,1.8256,20.9,51.9,0
8.37,6.47,-8.43,-3.0,1.418,0.1954,8.9488,6.3,84.3,2
4.08,15.46,4.69,6.0,3.4904,1.3449,7.6109,3.4,90.8,3
17.33,2.46,4.67,1.26,0.9015,0.1393,4.8416,15.2,66.9,1
8.14,5.64,-4.08,3.78,1.3697,1.3384,5.5605,5.7,72.7,2
4.71,14.64,3.44,5.42,1.1309,1.1414,6.416,4.5,89.1,3
50.42,1.3,-1.72,-1.96,0.5241,0.0562,2.6136,20.3,47.5,0
9.17,7.41,-3.52,-2.33,3.137,0.7341,4.2173,6.3,91.3,2
5.35,14.05,-10.35,4.95,1.7327,1.703,11.478,4.9,96.0,3
42.82,-0.99,-2.5,2.69,0.7975,0.1582,3.6669,17.2,37.7,0
16.9,3.6,-0.23,-0.69,0.9568,0.4723,0.7278,13.7,56.8,1
8.24,8.21,1.67,1.98,0.9914,1.0461,2.5874,5.6,90.0,2
10.09,0.83,-4.86,3.13,0.7846,0.2173,5.7805,9.1,75.4,1
40.73,0.47,-1.69,-1.61,0.5829,0.119,2.3331,20.7,50.1,0
26.86,0.66,-29.51,-17.65,2.3267,1.1792,34.3824,3.6,75.3,2
22.52,5.86,15.25,13.47,5.2911,0.6074,20.3437,5.5,83.0,2
16.55,1.54,5.59,2.25,1.4308,0.5616,6.0215,9.9,71.4,1
27.81,2.57,-1.83,2.41,0.6715,0.5732,3.028,11.9,71.8,1
18.27,2.33,0.09,-1.26,0.7364,0.5928,1.2661,9.6,62.6,1
41.32,-0.54,-2.6,-1.6,0.3016,0.0956,3.0552,24.8,49.9,0
18.47,3.77,-5.45,1.33,0.6245,0.7172,5.6148,9.7,72.6,1
16.13,2.28,-3.83,-7.44,1.0037,0.5187,8.3632,11.7,80.4,1
48.13,-0.84,-0.64,-1.23,0.5501,0.259,1.3835,24.3,41.4,0
15.92,2.72,1.4,6.63,0.9414,0.6743,6.7792,17.5,57.6,1
45.07,0.22,-2.51,-2.58,0.219,0.1513,3.6002,17.6,38.9,0
58.68,0.46,-0.25,3.66,0.2083,0.2258,3.6641,23.3,41.6,0
3.94,16.56,8.24,10.15,2.9987,1.4998,13.0715,4.1,87.1,3
23.47,2.78,-0.27,3.06,0.4638,0.3043,3.0765,7.3,81.0,1
7.03,3.89,-7.24,-9.55,1.8719,1.1666,11.9824,9.2,84.7,2
16.09,3.39,0.46,-4.78,1.0096,0.4528,4.8028,7.6,61.9,1
11.82,2.64,3.57,-12.35,0.4344,0.266,12.8558,6.1,69.7,1
24.41,3.77,-0.36,3.51,1.0499,0.3559,3.5319,15.9,67.1,1
10.83,6.55,-5.47,-0.38,1.6418,0.7122,5.4877,4.1,90.0,2
22.67,1.09,3.0,6.78,0.7161,0.3043,7.4169,17.6,67.4,1
6.85,8.51,-10.43,16.16,0.9394,0.3387,19.2353,7.4,80.2,2
12.41,3.09,-2.28,1.25,1.1917,0.2274,2.5976,13.7,59.6,1
10.29,2.37,-11.06,6.2,0.6316,0.5635,12.6823,16.0,55.7,1
14.18,2.34,0.88,-3.13,1.0861,0.3104,3.2552,6.4,59.4,1
15.34,1.96,-9.4,6.74,2.0108,1.532,11.5713,6.0,82.5,2
67.41,-0.91,1.37,3.27,0.5793,0.1874,3.5411,24.4,63.3,0
31.98,1.7,28.77,-10.03,3.4464,1.287,30.4673,9.9,53.1,3
0.6,19.11,3.71,5.8,1.0837,0.2407,6.8883,2.3,88.4,3
30.08,1.25,1.86,2.96,0.2574,0.1495,3.4961,16.4,58.9,0
20.33,0.58,8.49,6.41,4.9145,1.0329,10.6394,6.0,92.2,1
59.59,0.1,2.89,0.43,0.4182,0.1404,2.921,21.0,41.4,0
5.31,7.05,5.05,-3.68,2.4432,1.7924,6.2501,1.2,83.2,3
24.13,3.84,-3.84,3.74,0.3749,0.4757,5.3603,9.1,64.7,1
7.51,4.98,-8.1,-11.57,2.2143,0.3386,14.1189,3.1,82.9,2
0.52,13.87,-1.2,-3.03,0.9076,1.6645,3.2568,4.9,93.4,3
14.17,1.56,-25.08,20.85,2.4304,0.2499,32.6109,13.9,68.2,3
8.62,7.0,10.39,1.36,1.835,0.2423,10.4826,4.9,73.5,2
45.08,0.68,3.12,0.79,0.2678,0.1572,3.2229,15.0,52.6,0
27.37,1.1,-0.31,-1.6,0.3994,0.2019,1.6269,19.8,51.1,0
12.78,6.85,-12.64,4.67,0.93,0.9458,13.473,3.1,87.3,2
73.0,-0.34,-3.22,-0.91,0.6668,0.0937,3.3455,17.1,55.9,0
32.2,-0.77,0.13,3.04,0.3428,0.1529,3.0397,22.0,61.9,0
14.68,0.87,1.6,-3.77,1.2335,0.3402,4.093,14.9,71.4,1
10.24,3.48,14.74,6.27,0.59,0.3354,16.0158,5.1,84.6,2
13.06,3.31,25.67,-3.29,0.5254,0.7646,25.8753,7.8,83.7,2
16.48,3.43,-2.42,2.26,1.2859,0.8397,3.309,15.5,60.8,1
25.74,1.62,-0.56,-6.95,0.5809,0.4814,6.9681,8.8,74.5,1
62.45,1.3,2.16,0.93,0.3138,0.0844,2.3526,24.0,40.4,0
6.04,12.42,6.09,3.84,1.0393,0.4944,7.1985,3.2,86.4,2
25.83,0.61,4.79,1.92,0.225,0.1948,5.1578,22.0,49.9,0
50.19,-0.13,-0.68,-1.92,0.4778,0.2036,2.0315,22.9,39.7,0
13.21,3.55,-3.5,3.84,0.6755,0.7228,5.1925,8.9,83.6,2
34.85,-0.13,-0.94,4.65,0.1654,0.229,4.7424,15.2,37.2,0
15.07,2.35,-9.03,0.84,0.7529,1.0432,9.0729,9.0,80.7,2
4.75,12.3,-13.38,3.99,1.1192,0.6352,13.9593,9.2,84.1,2
13.26,1.18,1.79,3.1,0.4338,0.8055,3.5805,16.7,79.6,1
39.72,0.9,19.6,21.4,4.3841,0.8888,29.0163,7.9,52.5,3
63.68,1.25,0.36,-0.32,0.398,0.184,0.4817,15.2,40.6,0
4.84,2.77,-8.21,1.86,4.0642,2.2788,8.4173,4.2,83.2,2
4.3,16.6,9.55,0.67,2.4498,0.9813,9.5781,5.5,91.5,3
19.08,2.74,-19.86,16.63,3.0468,0.7153,25.9028,8.4,51.0,3
17.33,1.12,15.84,-1.7,0.4816,0.4855,15.9292,10.1,79.8,1
